,model,query,nesting,value,model_parsing_time,model_checking_time,model_construction_time,name,timeout,solver
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1385)]",0,268517640129133808844375100903174522890337805464859581376587979493168152658522175813577930972349534662239676603994917688809703862857128286200095385463198574406139365459370287930726537237579476192545393067565346164716959785156250000000/477446913867325025497378528459125339064701949737045308966724996446940663331308858111341557453544249406450398631054642337568985148013167411497065530914182406554678368040965303954585740927418459186781692269218608884637028794492612145969,0.102,0.06,0.225,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=51] ,0,1/50,0.175,0.001,0.302,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=563] ,0,2360562952896047583878269024353832941177766073587361693650188305378694542309004521530351162920488989273205251091634363/220667829021972398504313566822364678205466178221842028403566127256955212269185533194479928759692557022887240322438650400,0.181,0.018,0.281,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=209] ,0,15369701205232094391252960704220079566167294407757817049545518826176070426794233580252387530889743453417771318737150184519257566024893761/17482545657240945036694600792017525565992514597223846883519187505054231683894187162411804105997398580508746754030483130000000000000000000,0.194,0.017,0.267,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=501] ,0,2911708723700936825014592739959296923377161370912086641968692093256498834479942422096634382397189809466211769627891310460782256913397291/3125983840711864994271236148361804958039581282175896621111462264528634593243102012482139575749674822563593344253810391250000000000000000,0.192,0.017,0.28,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.181,0.039,0.276,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=65)]",0,3562255001808850353101665334305245389356256752860987821006040431551321770014718964421875000000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.193,0.04,0.266,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=15 & ((X( loc=61 & ((X( loc=97 & (X( loc=101 ))))))))))))))]",5,1781127500904425105305732630975615632644821690325586123377885158555904464886550851184502099705620711562500000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.184,0.051,0.261,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=864)]",0,515505136554096302946462265750280707156867933374618532171762307209240384590338495423649591637699223675787451680589293162753964844306905892484430483223328165340869842800296447583390130784136499378798950927734375000000000000000000000/75330257976979943322153404075864116516776189797965344235706740234426842210964703772758667786854303258117336244110328031988157694697221202863098467409344691644170669136972437683697726533312399148816604496897280487011684653867612145969,0.189,0.055,0.264,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=42 )))))]",2,709010504759571019451433603139149593090571331091163367929817227524533502391145233545688880284737406979423277840569167/54619838921407352335541243761352974729052772067452043188944477582078555800043544527454832119947971610174935080609662600,0.189,0.044,0.271,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.194,0.039,0.276,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_3_5_7', 'companystartprofile_3_5_7']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=44 & ((X( loc=90 & ((X( loc=96 & ((X( loc=100 & (X( loc=1477 )))))))))))))))))]",6,3471983432562232309492602663251847013893363955707351297904272591316114960047444963811455389849201789062500000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.194,0.054,0.264,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=76 & ((X( loc=94 & (X( loc=98 ))))))))))))))]",5,176245948352600744573287673800817097003692457534349140049072016514855217932914967779345666197607378748016383242137504599425946856389/13654959730351838083885310940338243682263193016863010797236119395519638950010886131863708029986992902543733770152415650000000000000000,0.175,0.044,0.299,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=10 & (X( loc=56 ))))))))]",3,17624594835260076219788250906089331679194336362368081924340837888293714227375285607305989357289298605400574053143611/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130,0.195,0.047,0.277,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_2_8_6', 'companystartprofile_2_8_6']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_3_7_7', 'companystartprofile_3_7_7', 'select_context_catalog']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_4_9', 'companystartprofile_0_4_9']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_4_5_5', 'companystartprofile_4_5_5', 'select_context_catalog']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_4_7_6', 'companystartprofile_4_7_6', 'select_context_radio']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_7_7', 'companystartprofile_0_7_7', 'select_context_editorial_playlist']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=17 )))))]",2,885256453112171781649316112200042909882514694714844187173225606407470644664898089618748773857630393033429018372005277/27309919460703676167770621880676487364526386033726021594472238791039277900021772263727416059973985805087467540304831300,0.207,0.041,0.274,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=61)]",0,529891076831836487944524607631066669252142783904426885589876162719701435219497513166196806396441469560708841622564379849425946856389/13654959730351838083885310940338243682263193016863010797236119395519638950010886131863708029986992902543733770152415650000000000000000,0.195,0.054,0.286,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_8_8', 'companystartprofile_0_8_8', 'select_context_user_collection', 'companyselect_context_user_collection']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & (X( loc=66 ))))))))]",3,5308977546691284487065748695110371439877248510593816146036658611355697259388886906278537412438088745199102493668284690576722159430833/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313000000000000000000,0.207,0.049,0.275,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=1518] ,0,2360562952896047583878269024353832941177766073587361693650188305378694542309004521530351162920488989273205251091634363/220667829021972398504313566822364678205466178221842028403566127256955212269185533194479928759692557022887240322438650400,0.187,0.027,0.362,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1209)]",0,16953482229916562735429453003038953830964084368040901822854481899968300603811229463292519836716300467435756817382546767911493359843312767297256381677758953449221288352350719364223243562590125392022538085937500000000000000000000000/2430507183665621530640731053489556942293453319231359600454169919363142560000658159133579963316631258235626650666919565768348908508138488940138368766595874021877199757641554995001361654657443077524921256066099718708392914741697165999,0.185,0.071,0.321,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism, Pmax=? [F loc=285] ,0,41444394179125314738533521129459736192240274817489418927627222057927560308500174500945205212934673782019460647442467571/54122658103823907470060007192799009029543105959788960351099970141118144715968412271205943020636996488000000000000000000,0.195,0.041,0.354,reach_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_4_8', 'companystartprofile_0_4_8', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_90_major_0_2_9']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=25 & (X( loc=71 ))))))))]",3,1417727901645657579157365154691460765610083733624623788517238028445539963940122842133996167430523379087434758903441387/54619838921407352335541243761352974729052772067452043188944477582078555800043544527454832119947971610174935080609662600,0.19,0.045,0.353,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_5_7', 'companystartprofile_0_5_7', 'select_context_personalized_playlist', 'customerselect_context_personalized_playlist', 'song_10_major_0_4_5']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & ((X( loc=66 & ((X( loc=96 & (X( loc=100 ))))))))))))))]",5,3527850045786859488627666118400266400282386849425591703346476038629427424683549001633688413174036966292852493668284690576722159430833/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313000000000000000000,0.19,0.048,0.35,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_1_8_6', 'companystartprofile_1_8_6', 'select_context_catalog', 'companyselect_context_catalog', 'played_90_minor_0_8_6', 'companyplayed_90_minor_0_8_6']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.207,0.043,0.335,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=10 )))))]",2,17624594835260076219788250906089331679194336362368081924340837888293714227375285607305989357289298605400574053143611/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130,0.208,0.044,0.337,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=20 )))))]",2,5308977546691284487065748695110371439877248510593816146036658611355697259388886906278537412438088745199102493668284690576722159430833/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313000000000000000000,0.188,0.047,0.362,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=3 & ((X( loc=49 & ((X( loc=94 & ((X( loc=98 & (X( loc=571 )))))))))))))))))]",6,4973689204965917207612724472180768326676871571453164100531358495706877947305515068462608981459811589453125000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.206,0.049,0.333,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_1_7_7', 'companystartprofile_1_7_7', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_10_minor_2_6_8', 'companysong_10_minor_2_6_8']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.208,0.043,0.339,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_2_5_7', 'companystartprofile_2_5_7', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_major_9_4_4', 'companyplayed_10_major_9_4_4']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=191)]",0,2596160235680359232660442629751226541295345503599550086029908007566186163299501418941553583038133678962133644731465361375404861308501584144971929684069160081497867470229556778728098625591788185861924922363281250000000000000000000000/78342946000034140514554184315520446209347540921885592778592831497963308863037853533138698525559117570687662536984157106470669490518459489149722571194667140675808743316126787969584421128440778205900374573505542541574315825742612145969,0.188,0.064,0.35,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_5_8', 'companystartprofile_0_5_8', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_0_major_1_7_8', 'companyplayed_0_major_1_7_8', 'not_skipped', 'companynot_skipped']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"['start', 'companystart', 'startprofile_0_7_7', 'companystartprofile_0_7_7', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_0_7_7', 'companyplayed_10_major_0_7_7', 'skipped', 'companyskipped']",0,-1,0.0,0.0,0.0,actual_path,3600,
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=33 & ((X( loc=79 & (X( loc=94 )))))))))))]",4,17624594835260076219788250906089331679194336362368081924340837888293714227375285607305989357289298605400574053143611/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130,0.187,0.068,0.354,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=7 & ((X( loc=53 & ((X( loc=94 & ((X( loc=98 & (X( loc=113 )))))))))))))))))]",6,1921511531003868679759925599312324509529445200026386491506706373664828023228238118983745864529944182455266765265053/17478348454850352747373198003632951913296887061584653820462232826265137856013934248785546278383350915255979225795092032,0.191,0.063,0.357,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & (X( loc=65 ))))))))]",3,3562255001808850353101665334305245389356256752860987821006040431551321770014718964421875000000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.193,0.065,0.357,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=4 & ((X( loc=50 & (X( loc=96 )))))))))))]",4,352785004578685984141267069708625054154945655805064585829213184369401325389673337103501380284737406979423277840569167/54619838921407352335541243761352974729052772067452043188944477582078555800043544527454832119947971610174935080609662600,0.187,0.074,0.357,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1116)]",0,16953482229916562735429453003038953830964084368040901822854481899968300603811229463292519836716300467435756817382546767911493359843312767297256381677758953449221288352350719364223243562590125392022538085937500000000000000000000000/2430507183665621530640731053489556942293453319231359600454169919363142560000658159133579963316631258235626650666919565768348908508138488940138368766595874021877199757641554995001361654657443077524921256066099718708392914741697165999,0.215,0.111,0.297,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=38 & ((X( loc=84 & ((X( loc=97 & ((X( loc=101 & (X( loc=1369 )))))))))))))))))]",6,1781127500904425176550832667152622694678128376430493910503020215775660885007359482210937500000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.197,0.084,0.349,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=41 & ((X( loc=87 & ((X( loc=95 & ((X( loc=99 & ((X( loc=930 & (X( loc=947 ))))))))))))))))))))]",7,1747058296993607589947507018482378625660907706006874838684409670782861129487934612853515625000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.094,0.04,0.204,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=447)]",0,273753974973227719289319903655801957347937765567514273053553310287505720863471458598854234398790353367973999011721241726686693266978088714663317675843978675505739684307778714651446017175083452765774134457933950193678297109375000000000/477446913867325025497378528459125339064701949737045308966724996446940663331308858111341557453544249406450398631054642337568985148013167411497065530914182406554678368040965303954585740927418459186781692269218608884637028794492612145969,0.215,0.105,0.355,avoid_state,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=24 & ((X( loc=70 & ((X( loc=94 & ((X( loc=98 & ((X( loc=1352 & (X( loc=1359 ))))))))))))))))))))]",7,5031433618374082610829598026894857072343982283136034769129656836537936395825219439791104887795650632812500000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.097,0.05,0.205,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=65 & ((X( loc=95 & ((X( loc=99 & ((X( loc=866 & (X( loc=879 ))))))))))))))))))))]",7,1781127500904425176550832667152622694678128376430493910503020215775660885007359482210937500000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.124,0.049,0.202,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=47 & ((X( loc=93 & ((X( loc=97 & ((X( loc=101 & ((X( loc=1217 & (X( loc=1227 ))))))))))))))))))))]",7,1764092898949016383249169842817500660169518041218684374593714943279261007247647047532226562500000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.103,0.043,0.221,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=21 & ((X( loc=67 & ((X( loc=95 & ((X( loc=99 & ((X( loc=1162 & ((X( loc=1173 & (X( loc=281 )))))))))))))))))))))))]",8,1747058296993607589947507018482378625660907706006874838684409670782861129487934612853515625000000000000000000000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.103,0.047,0.224,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=44 & ((X( loc=90 & ((X( loc=96 & ((X( loc=100 & ((X( loc=867 & ((X( loc=880 & ((X( loc=281 & (X( loc=283 ))))))))))))))))))))))))))]",9,3405571729032373466277677819666220342521248903556522832404487260771903100981530101502250478581024146484375000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.106,0.053,0.236,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=2 & ((X( loc=48 & ((X( loc=96 & ((X( loc=100 & ((X( loc=1367 & ((X( loc=1374 & ((X( loc=281 & (X( loc=283 ))))))))))))))))))))))))))]",9,6811143458064746932555355639332440685042497807113045664808974521543806201963060203004500957162048292968750000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.106,0.05,0.247,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & ((X( loc=75 & ((X( loc=96 & ((X( loc=100 & ((X( loc=674 & ((X( loc=697 & (X( loc=280 )))))))))))))))))))))))]",8,3124785089306009078543342396926662312504027560136616168113845332184503464042700467430309850864281610156250000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.093,0.092,0.259,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.104,0.039,0.217,actual_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=21 & ((X( loc=67 & ((X( loc=97 & ((X( loc=101 & ((X( loc=306 & ((X( loc=368 & ((X( loc=281 & (X( loc=283 ))))))))))))))))))))))))))]",9,582352765664535805080559106373873210303401952589670757531213023365125753682322511522467558735512904882812500000000/273099194607036761677706218806764873645263860337260215944722387910392779000217722637274160599739858050874675403048313,0.101,0.077,0.31,random_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=6 )))))]",2,352785004578685984141267069708625054154945655805064585829213184369401325389673337103501380284737406979423277840569167/27309919460703676167770621880676487364526386033726021594472238791039277900021772263727416059973985805087467540304831300,0.096,0.038,0.223,actual_path,3600,storm
0,out/models/model_spotify100_model-it_0.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,1770783678816192324811114611375340457397166854575612126224145720824983153803741955312494729150541284380093313432970109405284471732826991/2730991946070367616777062188067648736452638603372602159447223879103927790002177226372741605997398580508746754030483130000000000000000000,0.116,0.045,0.22,actual_path,3600,storm
